diver_id,diver_number,height,ave_score,high_score,times_competed
38551,101C,101C,3M,25.43,28.00,3
38551,101C,101C,5M,19.20,19.80,2
38551,103B,103B,1M,28.11,32.30,14
38551,103B,103B,3M,27.36,37.00,19
38551,103B,103B,5M,28.60,36.00,8
38551,103B,103B,7.5M,24.40,27.20,2
38551,103C,103C,1M,24.91,31.20,7
38551,103C,103C,3M,27.50,29.25,3
38551,104C,104C,1M,30.82,38.50,14
38551,105B,105B,3M,4.80,4.80,1
38551,105B,105B,7.5M,34.80,44.40,2
38551,105C,105C,3M,33.51,42.90,15
38551,105C,105C,5M,32.40,36.00,5
38551,200A,200A,1M,14.67,18.00,3
38551,200A,200A,3M,13.50,15.50,3
38551,200B,200B,1M,17.50,17.50,1
38551,200B,200B,3M,15.00,15.00,1
38551,200C,200C,1M,17.90,20.00,5
38551,200C,200C,3M,14.50,18.50,4
38551,200C,200C,5M,16.00,16.00,1
38551,201B,201B,1M,28.86,45.00,19
38551,201B,201B,3M,31.72,48.00,19
38551,201B,201B,5M,30.40,38.00,8
38551,201C,201C,1M,26.63,30.75,4
38551,201C,201C,3M,24.55,33.25,6
38551,201C,201C,5M,24.25,29.25,3
38551,203C,203C,1M,25.77,34.00,13
38551,203C,203C,3M,29.45,33.25,2
38551,301B,301B,1M,29.59,39.00,11
38551,301B,301B,3M,33.25,42.75,16
38551,301B,301B,5M,32.58,35.70,3
38551,301B,301B,7.5M,27.55,27.55,1
38551,301C,301C,1M,26.92,34.20,11
38551,301C,301C,3M,31.39,37.80,8
38551,301C,301C,5M,26.12,39.00,5
38551,303C,303C,1M,32.55,32.55,1
38551,303C,303C,3M,27.33,29.00,3
38551,401B,401B,1M,29.00,39.00,16
38551,401B,401B,3M,26.20,37.80,13
38551,401B,401B,5M,28.13,36.00,8
38551,401C,401C,1M,21.16,33.30,8
38551,401C,401C,3M,27.34,37.05,7
38551,401C,401C,5M,24.85,26.60,2
38551,402C,402C,1M,24.50,28.00,8
38551,403B,403B,3M,34.65,40.95,8
38551,403B,403B,5M,30.60,39.60,2
38551,403B,403B,7.5M,35.18,35.70,2
38551,403C,403C,1M,34.69,42.90,15
38551,403C,403C,3M,30.51,39.90,17
38551,403C,403C,5M,36.25,42.90,8
38551,404C,404C,3M,34.93,39.60,9
38551,404C,404C,5M,43.40,47.60,2
38551,405C,405C,7.5M,40.50,44.55,2
38551,5221D,5221D,1M,23.63,25.20,4
38551,5231D,5231D,1M,27.30,27.30,1
38551,5231D,5231D,3M,30.51,36.00,7
38551,612B,612B,5M,29.75,33.15,4
38551,612B,612B,7.5M,22.50,22.50,1
38725,001C,001C,3M,18.30,19.00,5
38725,001D,001D,3M,18.00,20.50,4
38725,002A,002A,3M,14.75,16.50,4
38725,002C,002C,3M,14.50,17.50,5
38725,100A,100A,1M,15.00,18.00,5
38725,100A,100A,3M,15.06,16.50,8
38725,100C,100C,1M,16.50,18.00,2
38725,100C,100C,3M,15.00,15.00,1
38725,101C,101C,1M,21.49,27.00,8
38725,101C,101C,3M,20.60,30.40,15
38725,102C,102C,1M,22.40,22.40,1
38725,103B,103B,3M,18.80,24.80,2
38725,103C,103C,1M,22.71,28.00,18
38725,103C,103C,3M,19.45,28.50,15
38725,104C,104C,1M,21.20,34.10,11
38725,200A,200A,1M,16.40,17.00,5
38725,200A,200A,3M,16.29,20.00,7
38725,200C,200C,1M,16.50,16.50,1
38725,200C,200C,3M,13.00,13.00,1
38725,201C,201C,1M,17.52,26.25,14
38725,201C,201C,3M,22.38,26.35,9
38725,202C,202C,1M,19.88,24.75,12
38725,203C,203C,1M,25.00,35.00,4
38725,301C,301C,1M,20.00,25.60,14
38725,301C,301C,3M,24.93,35.10,10
38725,302C,302C,1M,19.47,25.60,6
38725,302C,302C,3M,23.04,27.20,9
38725,401B,401B,1M,24.96,30.75,7
38725,401B,401B,3M,19.25,25.20,6
38725,401C,401C,1M,18.96,23.10,12
38725,401C,401C,3M,18.04,23.40,12
38725,402C,402C,1M,21.07,25.60,6
38725,403C,403C,1M,26.40,28.60,2
38725,403C,403C,3M,22.48,29.45,9
38725,5221D,5221D,1M,21.18,29.75,12
38725,5231D,5231D,3M,30.50,35.00,4
38725,5301A,5301A,3M,0.00,0.00,1
38725,5321D,5321D,3M,10.26,14.25,5
38597,100A,100A,1M,16.67,18.50,3
38597,101A,101A,1M,18.20,21.70,3
38597,101C,101C,1M,18.60,18.60,1
38597,200A,200A,1M,16.50,18.00,2
38597,201A,201A,1M,21.46,27.20,4
38597,5111A,5111A,1M,0.00,0.00,1
38597,5211A,5211A,1M,20.25,29.70,4
38640,001D,001D,3M,17.70,19.50,5
38640,100B,100B,1M,17.05,21.90,8
38640,100B,100B,3M,17.75,20.00,4
38640,100C,100C,3M,18.00,18.00,2
38640,101B,101B,1M,24.33,30.60,6
38640,101B,101B,3M,27.38,27.75,2
38640,101C,101C,1M,21.70,28.80,3
38640,101C,101C,3M,11.50,11.50,1
38640,102C,102C,1M,16.45,18.90,2
38640,103B,103B,1M,28.42,34.00,13
38640,103B,103B,3M,26.76,32.00,9
38640,103B,103B,5M,27.37,34.85,5
38640,103C,103C,1M,23.47,26.40,6
38640,103C,103C,3M,20.25,22.50,2
38640,104C,104C,1M,32.86,40.70,8
38640,105B,105B,3M,39.58,48.00,25
38640,105C,105C,1M,34.20,46.80,32
38640,105C,105C,3M,29.09,38.50,9
38640,105C,105C,5M,34.98,39.60,10
38640,200B,200B,1M,18.70,20.00,5
38640,200B,200B,3M,17.25,18.50,4
38640,200C,200C,1M,13.50,15.00,2
38640,200C,200C,3M,16.00,16.00,1
38640,201A,201A,1M,18.88,26.10,3
38640,201B,201B,1M,23.60,28.00,6
38640,201B,201B,3M,27.45,34.20,4
38640,201B,201B,5M,22.37,27.20,12
38640,201C,201C,1M,23.58,29.25,12
38640,201C,201C,3M,27.79,34.85,13
38640,202A,202A,1M,17.85,17.85,1
38640,202A,202A,3M,16.20,16.20,1
38640,202C,202C,1M,21.00,21.00,1
38640,203B,203B,1M,35.35,46.58,25
38640,203B,203B,5M,31.43,35.65,3
38640,203C,203C,1M,19.25,22.00,2
38640,205C,205C,3M,37.00,53.20,20
38640,301B,301B,3M,26.60,31.35,3
38640,301B,301B,5M,23.80,26.35,2
38640,301C,301C,1M,25.75,31.20,19
38640,301C,301C,3M,29.25,35.10,19
38640,302C,302C,1M,23.09,26.40,7
38640,302C,302C,3M,26.01,30.60,5
38640,303B,303B,1M,30.00,41.40,20
38640,303C,303C,1M,29.40,37.80,7
38640,303C,303C,3M,24.00,26.00,2
38640,305C,305C,3M,28.29,37.80,12
38640,401B,401B,1M,26.49,32.25,17
38640,401B,401B,3M,23.35,28.70,11
38640,401B,401B,5M,27.50,30.00,3
38640,401C,401C,1M,24.07,28.80,3
38640,402C,402C,1M,25.80,27.20,4
38640,403B,403B,1M,35.71,48.00,23
38640,403B,403B,3M,32.20,40.95,24
38640,403C,403C,1M,32.21,41.80,14
38640,403C,403C,3M,29.45,35.15,8
38640,403C,403C,5M,32.91,39.60,12
38640,405C,405C,3M,33.70,47.25,14
38640,5122D,5122D,1M,27.35,37.05,14
38640,5132D,5132D,1M,35.83,46.20,27
38640,5132D,5132D,3M,26.43,35.70,6
38640,5221D,5221D,1M,25.85,27.90,2
38640,5231D,5231D,1M,35.96,42.53,32
38640,5231D,5231D,3M,29.29,36.00,29
38640,5231D,5231D,5M,32.83,39.38,13
38640,5233D,5233D,3M,37.60,45.00,18
38640,5321D,5321D,3M,32.78,32.78,1
38640,612B,612B,5M,25.60,30.60,13
38640,612B,612B,7.5M,29.03,29.70,2
38576,001C,001C,3M,18.50,18.50,1
38576,100A,100A,1M,17.00,17.00,1
38576,100C,100C,1M,26.50,35.00,2
38576,100C,100C,3M,15.00,15.00,1
38576,101B,101B,1M,25.72,27.30,7
38576,101C,101C,1M,22.45,43.00,11
38576,101C,101C,3M,25.87,39.00,7
38576,102C,102C,1M,18.55,19.60,2
38576,103B,103B,1M,31.44,39.00,13
38576,103B,103B,3M,29.63,36.80,25
38576,103C,103C,1M,26.55,34.40,11
38576,103C,103C,3M,25.00,29.25,3
38576,104C,104C,1M,35.83,44.00,34
38576,105B,105B,3M,40.20,46.80,13
38576,105C,105C,1M,37.33,49.20,19
38576,105C,105C,3M,38.30,48.40,31
38576,200A,200A,1M,17.50,18.50,2
38576,200A,200A,3M,18.50,18.50,1
38576,200C,200C,1M,33.00,33.00,1
38576,201A,201A,1M,29.36,37.40,11
38576,201A,201A,3M,29.45,35.15,2
38576,201B,201B,1M,19.20,19.20,1
38576,201B,201B,3M,22.50,22.50,1
38576,201C,201C,1M,25.88,31.50,18
38576,201C,201C,3M,30.20,40.80,24
38576,202C,202C,1M,15.75,15.75,1
38576,203A,203A,3M,38.06,45.60,14
38576,203B,203B,1M,32.96,44.85,22
38576,203C,203C,1M,33.80,42.00,23
38576,203C,203C,3M,27.79,29.93,2
38576,205C,205C,3M,43.17,56.00,12
38576,301A,301A,1M,32.40,39.60,11
38576,301A,301A,3M,36.60,44.00,5
38576,301C,301C,1M,26.65,32.80,33
38576,301C,301C,3M,29.76,36.90,42
38576,302C,302C,1M,16.80,16.80,1
38576,302C,302C,3M,25.50,28.90,3
38576,303C,303C,1M,32.23,45.15,18
38576,303C,303C,3M,19.00,19.00,1
38576,401B,401B,1M,29.88,41.00,14
38576,401B,401B,3M,26.21,30.10,9
38576,401C,401C,1M,26.64,40.00,18
38576,401C,401C,3M,23.97,28.60,16
38576,402C,402C,1M,23.20,23.20,1
38576,402C,402C,3M,21.70,26.60,2
38576,403C,403C,1M,37.56,47.30,48
38576,403C,403C,3M,32.46,41.80,38
38576,404C,404C,3M,39.36,49.20,5
38576,5111B,5111B,1M,11.90,11.90,1
38576,5122D,5122D,1M,28.50,35.15,3
38576,5211A,5211A,3M,30.50,38.00,2
38576,5221D,5221D,1M,29.75,29.75,1
38576,5223D,5223D,1M,39.60,50.60,22
38576,5231D,5231D,1M,38.14,44.10,36
38576,5231D,5231D,3M,35.03,42.00,38
38576,5233D,5233D,1M,37.14,45.00,24
38576,5233D,5233D,3M,39.44,51.60,30
38576,5235D,5235D,3M,29.40,29.40,1
38576,5321D,5321D,3M,26.60,26.60,1
38564,001A,001A,3M,18.50,18.50,1
38564,001C,001C,3M,18.25,18.50,2
38564,001D,001D,1M,38.00,38.00,1
38564,001D,001D,3M,17.50,17.50,1
38564,002D,002D,3M,17.50,17.50,1
38564,100A,100A,1M,20.00,21.50,2
38564,100A,100A,3M,16.50,16.50,1
38564,100C,100C,3M,18.00,18.00,1
38564,101C,101C,1M,19.79,34.00,15
38564,101C,101C,3M,22.93,30.80,12
38564,102C,102C,1M,17.50,17.50,1
38564,103B,103B,3M,9.60,9.60,1
38564,103C,103C,1M,25.25,31.20,16
38564,103C,103C,3M,23.88,33.00,12
38564,104C,104C,1M,29.15,31.90,4
38564,201A,201A,1M,29.41,33.15,5
38564,201A,201A,3M,22.33,27.55,2
38564,201C,201C,1M,18.84,28.50,11
38564,201C,201C,3M,19.55,35.70,7
38564,202A,202A,1M,22.53,24.65,2
38564,202C,202C,1M,20.25,20.25,1
38564,203A,203A,3M,0.00,0.00,1
38564,203C,203C,1M,27.20,33.00,5
38564,203C,203C,3M,20.90,20.90,1
38564,301C,301C,1M,21.46,29.60,17
38564,301C,301C,3M,24.93,35.10,10
38564,302C,302C,1M,24.80,29.60,7
38564,302C,302C,3M,25.03,33.15,9
38564,401B,401B,1M,29.25,29.25,1
38564,401C,401C,1M,24.22,42.00,20
38564,401C,401C,3M,20.85,24.70,13
38564,402C,402C,1M,24.80,24.80,1
38564,403C,403C,3M,23.75,31.35,3
38564,5221D,5221D,1M,11.48,22.95,2
38537,001A,001A,3M,15.00,15.00,1
38537,100A,100A,1M,16.00,16.00,1
38537,100C,100C,1M,15.50,15.50,1
38537,101B,101B,1M,39.00,39.00,1
38537,101C,101C,1M,26.96,46.80,10
38537,101C,101C,3M,21.42,25.20,5
38537,103B,103B,1M,31.88,34.00,10
38537,103B,103B,3M,28.87,33.60,12
38537,103C,103C,1M,26.76,35.20,9
38537,103C,103C,3M,26.81,32.25,4
38537,104B,104B,1M,34.50,41.40,9
38537,104C,104C,1M,34.23,44.00,15
38537,105B,105B,3M,38.23,42.00,7
38537,105C,105C,3M,32.53,47.30,14
38537,200A,200A,1M,19.50,19.50,1
38537,200C,200C,1M,18.50,18.50,1
38537,201A,201A,1M,30.36,41.65,14
38537,201A,201A,3M,31.35,43.70,12
38537,201B,201B,1M,24.40,29.60,6
38537,201B,201B,3M,27.51,38.70,7
38537,201C,201C,1M,25.00,33.75,5
38537,201C,201C,3M,27.20,29.75,2
38537,202C,202C,1M,16.50,16.50,1
38537,202C,202C,3M,9.60,9.60,1
38537,203A,203A,3M,38.02,49.20,19
38537,203B,203B,1M,33.64,49.45,12
38537,203C,203C,1M,28.67,38.00,6
38537,301A,301A,1M,33.90,36.90,12
38537,301A,301A,3M,34.73,41.00,11
38537,301B,301B,3M,28.98,38.95,2
38537,301C,301C,1M,29.40,40.80,13
38537,301C,301C,3M,27.64,42.30,7
38537,302C,302C,1M,26.00,29.60,4
38537,302C,302C,3M,22.95,22.95,2
38537,303B,303B,1M,37.80,40.80,2
38537,303B,303B,3M,36.80,36.80,1
38537,303C,303C,1M,35.18,38.85,6
38537,303C,303C,3M,25.00,35.00,4
38537,401B,401B,1M,27.96,35.25,14
38537,401B,401B,3M,25.46,30.10,8
38537,401C,401C,1M,28.17,38.40,11
38537,401C,401C,3M,21.84,26.65,5
38537,403C,403C,1M,33.79,42.90,14
38537,403C,403C,3M,30.60,37.05,14
38537,404C,404C,3M,37.60,43.20,6
38537,5122D,5122D,1M,31.35,34.20,2
38537,5132D,5132D,1M,36.30,37.40,2
38537,5132D,5132D,3M,32.08,40.95,9
38537,5221D,5221D,1M,28.05,33.15,4
38537,5223D,5223D,1M,27.03,36.80,2
38537,5231D,5231D,1M,29.75,40.95,15
38537,5231D,5231D,3M,25.67,39.00,15
38537,5331D,5331D,3M,30.45,30.45,1
38594,001A,001A,3M,17.33,19.00,3
38594,002A,002A,3M,16.67,18.00,3
38594,100A,100A,1M,11.50,13.50,2
38594,100A,100A,3M,18.00,18.00,3
38594,101A,101A,1M,20.30,28.70,4
38594,101A,101A,3M,27.20,27.20,2
38594,101B,101B,1M,17.23,18.85,2
38594,102C,102C,1M,19.95,24.50,2
38594,102C,102C,3M,30.00,30.00,1
38594,103C,103C,1M,17.20,19.20,2
38594,200A,200A,1M,10.50,10.50,1
38594,200A,200A,3M,17.00,17.00,1
38594,201A,201A,1M,24.65,29.75,4
38594,201B,201B,1M,19.20,19.20,1
38594,202C,202C,1M,21.38,26.25,2
38594,301B,301B,1M,12.75,12.75,1
38594,401B,401B,1M,21.75,21.75,1
38594,401C,401C,1M,18.90,23.80,3
38594,401C,401C,3M,20.15,20.15,1
38594,402C,402C,1M,23.20,23.20,1
38594,5211A,5211A,1M,22.73,31.50,4
38594,5211A,5211A,3M,17.00,17.00,1
38761,001A,001A,3M,18.43,24.00,7
38761,002A,002A,3M,17.70,19.50,5
38761,100A,100A,3M,18.20,23.00,5
38761,101A,101A,3M,19.20,19.20,1
38761,101B,101B,1M,17.77,25.35,6
38761,101B,101B,3M,25.58,33.00,9
38761,101C,101C,3M,23.80,23.80,1
38761,102B,102B,1M,21.00,21.75,2
38761,102C,102C,1M,18.20,18.20,1
38761,103B,103B,1M,28.18,36.55,19
38761,103B,103B,3M,24.76,34.40,19
38761,103C,103C,1M,21.20,24.00,2
38761,104B,104B,1M,35.98,41.40,7
38761,104C,104C,1M,33.14,41.80,8
38761,105B,105B,3M,37.87,43.20,9
38761,105C,105C,1M,27.90,33.60,4
38761,105C,105C,3M,33.37,40.70,3
38761,200A,200A,3M,16.00,16.00,1
38761,201A,201A,1M,23.23,26.35,3
38761,201A,201A,3M,35.15,35.15,1
38761,201B,201B,1M,25.22,32.80,19
38761,201B,201B,3M,29.40,34.20,6
38761,201C,201C,1M,20.25,22.50,2
38761,201C,201C,3M,30.88,39.10,12
38761,202A,202A,1M,22.95,24.65,2
38761,202C,202C,1M,18.38,21.00,4
38761,203A,203A,3M,21.40,31.20,6
38761,203B,203B,1M,30.48,41.40,6
38761,203B,203B,3M,39.60,39.60,1
38761,203C,203C,1M,31.09,40.00,11
38761,301B,301B,1M,27.08,36.55,7
38761,301B,301B,3M,32.30,38.95,3
38761,301C,301C,1M,24.53,31.20,6
38761,301C,301C,3M,28.80,36.90,11
38761,303B,303B,3M,33.35,33.35,1
38761,303C,303C,1M,26.40,30.45,7
38761,303C,303C,3M,33.50,35.00,2
38761,401B,401B,1M,22.65,27.75,15
38761,401B,401B,3M,21.50,28.70,7
38761,401C,401C,1M,22.05,26.60,8
38761,401C,401C,3M,21.67,26.00,9
38761,402C,402C,1M,18.80,24.80,4
38761,403B,403B,3M,28.74,34.65,8
38761,403C,403C,1M,27.50,37.40,4
38761,403C,403C,3M,22.96,32.30,6
38761,404C,404C,3M,31.00,34.80,6
38761,405C,405C,3M,27.00,27.00,1
38761,5132D,5132D,1M,28.60,28.60,1
38761,5221D,5221D,1M,21.68,23.80,4
38761,5223D,5223D,1M,30.28,33.35,3
38761,5225D,5225D,1M,31.05,31.05,1
38761,5231D,5231D,1M,30.66,39.90,15
38761,5231D,5231D,3M,29.93,41.00,15
38761,5233D,5233D,1M,20.00,20.00,1
38761,5233D,5233D,3M,34.80,44.40,4
38587,101B,101B,1M,29.25,29.90,8
38587,103B,103B,1M,32.02,35.70,3
38587,103B,103B,3M,32.00,32.00,1
38587,103C,103C,1M,33.03,37.60,14
38587,103C,103C,3M,28.44,33.00,12
38587,104C,104C,1M,34.10,34.10,1
38587,105B,105B,1M,51.33,61.10,56
38587,105B,105B,3M,46.99,54.00,37
38587,105C,105C,1M,39.60,48.00,6
38587,107B,107B,3M,52.36,69.75,9
38587,107C,107C,3M,48.69,63.00,41
38587,201B,201B,1M,29.92,33.60,5
38587,201B,201B,3M,31.80,36.45,6
38587,201C,201C,1M,29.48,36.00,20
38587,201C,201C,3M,32.55,38.25,12
38587,203B,203B,1M,39.06,55.20,61
38587,203C,203C,1M,33.00,36.00,2
38587,205B,205B,3M,41.01,58.50,34
38587,205C,205C,3M,36.40,53.20,12
38587,301B,301B,1M,34.85,34.85,1
38587,301C,301C,1M,30.98,37.60,22
38587,301C,301C,3M,32.27,36.90,20
38587,302C,302C,3M,22.10,22.95,2
38587,303B,303B,1M,40.94,54.00,50
38587,303C,303C,1M,28.35,31.50,2
38587,303C,303C,3M,29.67,36.00,3
38587,305C,305C,1M,36.00,36.00,2
38587,305C,305C,3M,43.88,63.00,41
38587,401B,401B,1M,31.46,35.25,18
38587,401B,401B,3M,28.47,30.80,3
38587,403B,403B,1M,48.89,55.80,62
38587,403B,403B,3M,41.39,48.30,12
38587,403C,403C,1M,31.90,31.90,1
38587,405B,405B,3M,43.50,43.50,1
38587,405C,405C,1M,43.37,55.80,22
38587,405C,405C,3M,50.14,60.75,53
38587,5122D,5122D,1M,34.20,34.20,1
38587,5132D,5132D,1M,44.36,51.70,44
38587,5132D,5132D,3M,38.03,43.05,7
38587,5134D,5134D,1M,51.46,62.40,54
38587,5152B,5152B,3M,54.32,74.25,40
38587,5231D,5231D,1M,33.60,33.60,1
38587,5231D,5231D,3M,28.00,28.00,1
38587,5233D,5233D,1M,41.44,50.00,13
38587,5233D,5233D,3M,46.59,57.60,14
38587,5235D,5235D,3M,52.10,60.90,21
38587,5333D,5333D,1M,30.55,42.90,2
38657,001D,001D,1M,15.65,17.50,2
38657,001D,001D,3M,16.96,19.50,9
38657,001D,001D,5M,17.17,19.00,3
38657,002A,002A,1M,14.25,14.50,2
38657,002A,002A,3M,13.00,13.00,1
38657,002D,002D,3M,16.30,19.20,4
38657,002D,002D,5M,20.25,21.00,2
38657,100B,100B,1M,18.65,20.50,6
38657,100B,100B,3M,15.75,17.00,6
38657,100B,100B,5M,19.50,19.50,1
38657,100C,100C,1M,17.10,17.10,1
38657,100C,100C,3M,17.17,18.50,3
38657,101B,101B,1M,21.88,26.00,3
38657,101B,101B,3M,12.00,12.00,1
38657,101B,101B,5M,29.25,29.25,1
38657,101C,101C,1M,17.50,18.00,2
38657,101C,101C,3M,20.20,26.60,7
38657,101C,101C,5M,27.33,37.00,3
38657,102C,102C,1M,14.00,14.00,1
38657,103B,103B,1M,34.19,44.40,57
38657,103B,103B,3M,32.28,43.00,67
38657,103B,103B,5M,31.61,40.00,14
38657,103B,103B,7.5M,30.40,38.40,8
38657,103B,103B,10M,28.80,30.40,3
38657,103C,103C,1M,26.27,36.00,13
38657,103C,103C,3M,21.29,29.25,6
38657,104B,104B,1M,39.10,39.10,1
38657,104C,104C,1M,35.83,40.70,7
38657,105B,105B,1M,46.80,58.50,38
38657,105B,105B,3M,43.57,55.20,43
38657,105B,105B,5M,50.70,50.70,1
38657,105B,105B,7.5M,44.64,51.60,10
38657,105C,105C,1M,41.75,50.40,28
38657,105C,105C,3M,35.27,38.50,6
38657,105C,105C,5M,41.80,49.20,12
38657,107B,107B,3M,47.57,62.00,16
38657,107B,107B,10M,51.50,60.00,6
38657,107C,107C,1M,44.96,58.50,17
38657,107C,107C,3M,46.26,61.60,26
38657,200A,200A,1M,16.00,16.00,1
38657,200A,200A,3M,16.00,16.00,1
38657,200A,200A,5M,18.00,18.00,1
38657,200B,200B,1M,17.25,18.00,2
38657,200B,200B,3M,12.00,12.00,1
38657,200C,200C,1M,18.23,19.50,3
38657,200C,200C,3M,15.70,18.50,5
38657,201B,201B,1M,31.40,40.80,48
38657,201B,201B,3M,33.92,45.00,42
38657,201B,201B,5M,31.20,35.20,2
38657,201C,201C,1M,25.32,41.40,17
38657,201C,201C,3M,32.31,46.20,22
38657,201C,201C,5M,32.15,43.00,21
38657,202A,202A,1M,22.44,28.05,5
38657,202C,202C,1M,21.00,21.00,1
38657,202C,202C,3M,24.80,24.80,1
38657,203B,203B,1M,39.95,48.30,23
38657,203C,203C,1M,30.12,38.00,17
38657,203C,203C,3M,32.46,36.10,6
38657,204C,204C,1M,30.80,30.80,1
38657,205B,205B,3M,47.79,56.25,14
38657,205B,205B,7.5M,46.50,46.50,1
38657,205C,205C,1M,51.45,63.00,15
38657,205C,205C,3M,43.30,60.20,35
38657,205C,205C,5M,46.88,54.00,6
38657,301B,301B,1M,30.84,40.00,24
38657,301B,301B,3M,34.56,39.90,42
38657,301B,301B,5M,23.80,23.80,1
38657,301B,301B,7.5M,32.11,38.00,5
38657,301B,301B,10M,37.05,37.05,1
38657,301C,301C,1M,28.57,40.20,14
38657,301C,301C,3M,28.78,40.80,16
38657,301C,301C,5M,32.08,37.80,8
38657,302C,302C,1M,24.20,26.40,4
38657,302C,302C,3M,23.59,26.35,4
38657,303C,303C,1M,35.12,49.35,31
38657,303C,303C,3M,29.00,32.00,2
38657,303C,303C,5M,34.78,45.68,4
38657,305B,305B,3M,43.03,56.25,8
38657,305C,305C,1M,49.56,63.00,24
38657,305C,305C,3M,46.41,61.60,33
38657,305C,305C,7.5M,43.50,56.55,2
38657,401B,401B,1M,30.62,42.60,27
38657,401B,401B,3M,37.63,40.80,7
38657,401C,401C,1M,24.08,29.40,26
38657,401C,401C,3M,18.27,23.40,8
38657,401C,401C,5M,27.58,35.40,4
38657,402C,402C,1M,25.60,25.60,1
38657,403B,403B,1M,40.96,48.00,23
38657,403B,403B,3M,38.96,46.20,38
38657,403B,403B,7.5M,33.60,33.60,1
38657,403B,403B,10M,35.00,35.00,1
38657,403C,403C,1M,37.35,47.30,33
38657,403C,403C,3M,32.28,39.90,22
38657,403C,403C,5M,38.00,46.20,17
38657,404C,404C,3M,35.60,43.20,3
38657,405B,405B,3M,53.94,67.50,13
38657,405C,405C,1M,54.17,65.10,19
38657,405C,405C,3M,45.32,60.75,45
38657,405C,405C,5M,41.85,41.85,1
38657,405C,405C,7.5M,44.92,56.70,11
38657,407C,407C,3M,37.12,45.90,6
38657,407C,407C,10M,42.80,57.60,4
38657,5122D,5122D,1M,19.95,19.95,1
38657,5132D,5132D,1M,40.60,46.20,35
38657,5132D,5132D,3M,38.05,44.73,36
38657,5132D,5132D,5M,39.82,47.30,5
38657,5132D,5132D,10M,31.50,31.50,1
38657,5134D,5134D,1M,46.58,54.60,18
38657,5152B,5152B,1M,31.20,36.80,2
38657,5152B,5152B,3M,53.12,63.00,17
38657,5152B,5152B,10M,37.70,37.70,1
38657,5223D,5223D,1M,37.95,37.95,1
38657,5231D,5231D,1M,36.58,40.95,12
38657,5231D,5231D,3M,35.44,45.00,15
38657,5231D,5231D,5M,37.02,45.15,17
38657,5233D,5233D,1M,41.41,46.25,16
38657,5233D,5233D,3M,42.24,48.00,5
38657,5233D,5233D,5M,43.75,55.00,4
38657,5253B,5253B,10M,56.96,62.40,5
38657,612B,612B,5M,23.80,25.50,2
38657,612B,612B,7.5M,28.20,32.40,3
38657,612B,612B,10M,31.35,31.35,1
38657,614B,614B,10M,43.68,52.80,5
38543,001C,001C,3M,19.10,22.50,5
38543,002A,002A,3M,15.00,15.00,1
38543,002C,002C,3M,18.50,18.50,1
38543,100C,100C,1M,14.00,14.00,1
38543,100C,100C,3M,13.50,13.50,1
38543,101C,101C,1M,21.56,27.00,16
38543,101C,101C,3M,25.10,36.00,11
38543,101C,101C,5M,19.80,19.80,1
38543,103B,103B,1M,30.94,33.15,5
38543,103B,103B,3M,29.11,36.00,28
38543,103B,103B,5M,21.25,21.25,1
38543,103B,103B,7.5M,29.20,32.00,2
38543,103B,103B,10M,30.80,32.80,4
38543,103C,103C,1M,27.69,34.40,18
38543,103C,103C,3M,21.50,25.50,3
38543,104B,104B,1M,35.65,35.65,1
38543,104C,104C,1M,34.25,45.10,15
38543,105B,105B,1M,44.55,58.50,11
38543,105B,105B,3M,40.28,48.60,8
38543,105B,105B,7.5M,40.80,44.40,3
38543,105C,105C,1M,34.52,45.60,15
38543,105C,105C,3M,38.17,48.40,20
38543,105C,105C,5M,31.20,31.20,1
38543,107B,107B,3M,38.75,38.75,1
38543,107C,107C,3M,38.71,56.70,10
38543,107C,107C,10M,35.10,35.10,1
38543,200C,200C,1M,14.00,14.00,1
38543,201A,201A,1M,28.05,32.30,2
38543,201B,201B,1M,31.20,31.20,1
38543,201B,201B,3M,29.70,29.70,1
38543,201C,201C,1M,26.55,36.75,25
38543,201C,201C,3M,31.10,38.25,22
38543,201C,201C,5M,24.94,28.50,4
38543,201C,201C,7.5M,40.80,40.80,1
38543,201C,201C,10M,26.78,29.75,2
38543,202C,202C,1M,18.25,22.50,3
38543,203A,203A,3M,26.40,26.40,1
38543,203B,203B,1M,39.10,44.85,12
38543,203B,203B,3M,36.30,36.30,1
38543,203C,203C,1M,30.27,42.00,33
38543,203C,203C,3M,27.46,43.70,11
38543,203C,203C,5M,31.20,36.00,5
38543,205C,205C,3M,41.10,54.60,24
38543,301A,301A,1M,33.30,33.30,1
38543,301A,301A,3M,37.00,37.00,1
38543,301B,301B,1M,28.90,28.90,1
38543,301B,301B,3M,30.40,30.40,1
38543,301C,301C,1M,26.78,34.40,25
38543,301C,301C,3M,29.59,37.80,24
38543,301C,301C,5M,27.00,31.20,4
38543,301C,301C,7.5M,23.40,23.40,1
38543,301C,301C,10M,36.45,37.80,2
38543,302C,302C,1M,22.24,28.00,5
38543,302C,302C,3M,25.84,32.30,5
38543,302C,302C,5M,24.00,24.80,2
38543,303B,303B,1M,31.20,43.20,4
38543,303C,303C,1M,28.40,39.38,23
38543,303C,303C,3M,30.37,37.50,15
38543,303C,303C,5M,29.14,31.50,4
38543,305C,305C,1M,40.38,58.50,6
38543,305C,305C,3M,40.72,65.10,17
38543,401B,401B,1M,28.41,33.00,8
