diver_id,diver_number,height,ave_score,high_score,times_competed
10957,5311D,5311D,3M,29.00,29.00,1
10957,5333D,5333D,1M,37.70,37.70,2
10957,5335D,5335D,3M,33.64,44.95,5
10957,612B,612B,5M,34.00,40.80,6
10957,612B,612B,7.5M,20.70,20.70,1
10832,103B,103B,1M,31.45,31.45,2
10832,103B,103B,3M,27.20,27.20,1
10832,105B,105B,1M,42.90,44.20,2
10832,105B,105B,3M,20.40,20.40,1
10832,107C,107C,3M,40.60,40.60,1
10832,201B,201B,1M,31.20,32.80,2
10832,201B,201B,3M,38.70,38.70,1
10832,203B,203B,1M,37.95,40.25,2
10832,205C,205C,3M,40.60,40.60,1
10832,301B,301B,1M,30.18,32.30,2
10832,301B,301B,3M,40.85,40.85,1
10832,302C,302C,3M,24.65,24.65,1
10832,303C,303C,1M,31.50,34.65,2
10832,401B,401B,1M,29.25,30.00,2
10832,403B,403B,1M,41.40,46.80,2
10832,403B,403B,3M,38.85,38.85,1
10832,405C,405C,3M,44.55,44.55,1
10832,5132D,5132D,1M,44.00,44.00,1
10832,5132D,5132D,3M,35.70,35.70,1
10832,5134D,5134D,1M,40.95,45.50,2
10832,5134D,5134D,3M,40.00,40.00,1
10832,5233D,5233D,1M,46.25,48.75,2
10512,101B,101B,1M,45.00,45.00,1
10512,103B,103B,1M,33.15,40.80,13
10512,103B,103B,3M,28.48,43.00,13
10512,105B,105B,3M,47.54,56.40,42
10512,105B,105B,7.5M,43.20,46.80,2
10512,105C,105C,1M,44.60,54.00,41
10512,105C,105C,5M,43.60,51.60,3
10512,107C,107C,10M,47.93,59.40,4
10512,201B,201B,1M,30.22,36.00,13
10512,201B,201B,3M,33.00,37.80,12
10512,203A,203A,3M,37.80,38.40,2
10512,203B,203B,1M,41.12,52.90,41
10512,203B,203B,5M,36.93,48.30,9
10512,205C,205C,3M,41.18,57.40,40
10512,301B,301B,1M,32.63,35.70,13
10512,301B,301B,3M,34.20,40.85,12
10512,301C,301C,5M,28.80,33.60,3
10512,303B,303B,1M,40.89,52.80,28
10512,305C,305C,3M,38.45,58.80,29
10512,401B,401B,1M,27.46,32.25,13
10512,401B,401B,3M,28.70,28.70,1
10512,403B,403B,1M,43.88,56.40,40
10512,403B,403B,3M,37.71,43.05,12
10512,403B,403B,5M,45.12,52.80,5
10512,403C,403C,1M,23.10,23.10,1
10512,405B,405B,10M,35.00,51.80,4
10512,405C,405C,3M,45.90,55.35,41
10512,5132D,5132D,1M,38.50,40.70,2
10512,5134D,5134D,1M,46.38,55.90,20
10512,5134D,5134D,3M,46.82,56.25,11
10512,5231D,5231D,1M,38.70,48.30,7
10512,5231D,5231D,3M,36.55,42.00,11
10512,5233D,5233D,1M,45.74,55.00,39
10512,5233D,5233D,3M,43.80,51.60,8
10512,5233D,5233D,5M,49.38,50.00,2
10512,5233D,5233D,7.5M,51.60,52.80,2
10512,5235D,5235D,3M,56.88,64.40,23
10512,5235D,5235D,10M,54.60,56.00,2
10512,5333D,5333D,1M,52.65,53.30,2
10512,5335D,5335D,3M,47.31,63.80,16
10512,612B,612B,5M,34.28,38.25,3
10512,612B,612B,7.5M,33.30,34.20,2
10512,614B,614B,10M,44.10,50.40,4
10544,101B,101B,1M,25.19,27.95,4
10544,101B,101B,3M,27.61,32.25,32
10544,101B,101B,7.5M,27.38,30.00,4
10544,103B,103B,1M,29.86,36.55,39
10544,103B,103B,3M,23.47,28.80,6
10544,104B,104B,1M,37.09,42.55,12
10544,104C,104C,1M,33.53,44.00,29
10544,105B,105B,3M,36.23,48.00,31
10544,105C,105C,1M,28.46,34.20,7
10544,105C,105C,3M,34.76,45.10,5
10544,201B,201B,1M,27.25,35.20,34
10544,201B,201B,3M,29.89,36.90,33
10544,201B,201B,5M,22.40,22.40,1
10544,202B,202B,1M,22.40,22.40,1
10544,203A,203A,3M,34.50,45.60,38
10544,203B,203B,1M,34.90,39.68,10
10544,203B,203B,3M,28.78,39.60,6
10544,203C,203C,1M,26.57,43.00,30
10544,203C,203C,3M,31.35,31.35,1
10544,301B,301B,1M,28.73,33.15,35
10544,301B,301B,3M,31.46,39.90,38
10544,301B,301B,5M,18.91,26.35,4
10544,301C,301C,1M,24.51,31.20,11
10544,301C,301C,3M,25.84,32.40,7
10544,302C,302C,1M,21.60,24.00,3
10544,303C,303C,1M,21.26,32.55,4
10544,303C,303C,3M,21.00,34.00,5
10544,401B,401B,1M,28.15,35.25,32
10544,401B,401B,3M,22.82,25.20,5
10544,401B,401B,5M,29.25,29.25,1
10544,401B,401B,7.5M,24.73,25.90,3
10544,403B,403B,1M,38.85,45.60,8
10544,403B,403B,3M,35.60,44.10,36
10544,403C,403C,1M,36.46,46.20,34
10544,403C,403C,3M,28.03,28.50,2
10544,404B,404B,3M,37.70,41.60,3
10544,404C,404C,3M,34.28,44.40,32
10544,405C,405C,3M,30.55,47.25,8
10544,5111A,5111A,3M,32.00,32.00,1
10544,5111B,5111B,1M,29.54,30.60,4
10544,5111B,5111B,3M,31.59,37.05,12
10544,5111B,5111B,7.5M,32.30,38.95,3
10544,5122D,5122D,1M,28.15,36.10,11
10544,5132D,5132D,1M,39.60,39.60,1
10544,5132D,5132D,3M,0.00,0.00,1
10544,5221D,5221D,1M,23.38,29.75,8
10544,5231D,5231D,1M,33.58,44.10,31
10544,5231D,5231D,3M,32.80,41.00,38
10544,612B,612B,5M,28.05,34.00,3
10544,612C,612C,5M,18.00,18.00,1
11233,101B,101B,5M,29.25,29.25,1
11233,103B,103B,1M,35.94,45.05,22
11233,103B,103B,3M,33.07,52.20,24
11233,103B,103B,5M,41.65,41.65,1
11233,103B,103B,10M,32.64,36.00,10
11233,104B,104B,1M,54.63,58.65,2
11233,104C,104C,1M,40.48,42.90,5
11233,105B,105B,1M,41.33,59.80,50
11233,105B,105B,3M,49.16,61.20,54
11233,105B,105B,5M,35.10,35.10,1
11233,105B,105B,7.5M,45.24,50.40,10
11233,105C,105C,1M,40.20,52.80,10
11233,105C,105C,5M,36.60,37.20,2
11233,107C,107C,3M,21.00,21.00,1
11233,107C,107C,10M,39.79,48.60,17
11233,201B,201B,1M,31.28,40.00,21
11233,201B,201B,3M,34.86,41.40,26
11233,201C,201C,1M,28.31,29.25,4
11233,203B,203B,1M,39.25,58.65,62
11233,203B,203B,5M,39.04,48.30,18
11233,205B,205B,3M,35.63,39.00,4
11233,205C,205C,3M,38.37,54.60,41
11233,205C,205C,5M,28.50,33.00,3
11233,301B,301B,1M,32.73,43.35,22
11233,301B,301B,3M,36.46,50.40,28
11233,301B,301B,5M,31.88,35.70,8
11233,301B,301B,10M,39.90,39.90,1
11233,301C,301C,1M,28.60,29.60,4
11233,301C,301C,5M,40.00,40.00,1
11233,303B,303B,1M,35.42,50.40,49
11233,303C,303C,1M,39.90,39.90,1
11233,305C,305C,3M,36.24,50.40,36
11233,401B,401B,1M,32.41,46.20,26
11233,401B,401B,3M,30.10,30.10,1
11233,401B,401B,5M,35.25,35.25,1
11233,403B,403B,1M,49.57,63.60,61
11233,403B,403B,3M,44.01,58.80,43
11233,403B,403B,10M,38.30,46.00,10
11233,404C,404C,1M,44.08,56.00,29
11233,405B,405B,3M,32.63,49.50,4
11233,405B,405B,10M,43.96,58.80,5
11233,405C,405C,3M,49.87,63.45,48
11233,405C,405C,7.5M,46.98,63.45,25
11233,5124D,5124D,1M,39.10,39.10,1
11233,5132D,5132D,1M,41.92,53.90,58
11233,5132D,5132D,3M,40.61,53.55,32
11233,5132D,5132D,5M,36.85,40.70,4
11233,5132D,5132D,10M,43.75,51.45,9
11233,5134D,5134D,3M,37.25,41.25,5
11233,5142B,5142B,3M,48.59,58.75,8
11233,5152B,5152B,3M,28.79,46.50,18
11233,5152B,5152B,10M,48.50,60.90,20
11233,612B,612B,5M,37.40,37.40,1
11233,612B,612B,10M,31.35,37.05,2
11233,614B,614B,10M,49.02,56.40,27
11148,103B,103B,1M,34.85,34.85,1
11148,103B,103B,3M,34.40,34.40,1
11148,104B,104B,1M,42.55,42.55,1
11148,105B,105B,3M,42.40,44.40,3
11148,105C,105C,1M,36.60,42.00,2
11148,201A,201A,1M,39.10,39.10,1
11148,201A,201A,3M,37.05,37.05,1
11148,203B,203B,1M,32.20,35.65,2
11148,205C,205C,3M,44.33,50.40,3
11148,301A,301A,1M,35.10,35.10,1
11148,301A,301A,3M,25.00,25.00,1
11148,303B,303B,1M,38.40,38.40,1
11148,303C,303C,1M,28.35,28.35,1
11148,305C,305C,3M,51.33,65.80,3
11148,401B,401B,1M,32.25,32.25,1
11148,403B,403B,1M,38.40,43.20,2
11148,403C,403C,3M,38.00,38.00,1
11148,405C,405C,3M,40.95,45.90,3
11148,5132D,5132D,1M,46.20,46.20,1
11148,5132D,5132D,3M,39.90,39.90,1
11148,5134D,5134D,3M,45.00,45.00,2
11148,5223D,5223D,1M,40.83,44.85,2
11148,5233D,5233D,3M,36.00,36.00,1
11148,5235D,5235D,3M,44.10,44.80,2
11291,103B,103B,1M,36.67,43.35,25
11291,103B,103B,3M,34.96,40.80,24
11291,103B,103B,7.5M,32.80,32.80,1
11291,103B,103B,10M,34.88,36.80,5
11291,105B,105B,1M,51.83,68.90,29
11291,105B,105B,3M,50.40,54.00,2
11291,105B,105B,5M,44.63,50.70,3
11291,105C,105C,1M,30.00,30.00,1
11291,105C,105C,3M,47.85,47.85,1
11291,105C,105C,5M,30.00,30.00,1
11291,107B,107B,3M,67.08,83.70,95
11291,107B,107B,10M,62.36,75.00,7
11291,107C,107C,1M,58.39,81.00,74
11291,107C,107C,3M,51.42,64.40,8
11291,109C,109C,3M,73.19,102.60,99
11291,201B,201B,1M,31.73,38.40,24
11291,201B,201B,3M,44.90,54.00,70
11291,201C,201C,5M,24.00,24.00,1
11291,203B,203B,1M,34.81,46.00,11
11291,203B,203B,3M,42.90,44.00,2
11291,203B,203B,5M,39.68,42.55,2
11291,203C,203C,3M,44.18,44.18,1
11291,205B,205B,1M,17.60,17.60,1
11291,205B,205B,3M,45.88,67.50,45
11291,205C,205C,1M,55.66,75.00,80
11291,205C,205C,3M,21.56,25.20,5
11291,205C,205C,5M,44.63,58.50,8
11291,207C,207C,3M,54.82,99.00,56
11291,301B,301B,1M,34.14,45.90,25
11291,301B,301B,3M,44.51,54.00,64
11291,301C,301C,5M,28.00,28.00,1
11291,303B,303B,1M,37.44,44.40,5
11291,303B,303B,3M,28.75,43.70,2
11291,303C,303C,3M,36.83,52.50,3
11291,303C,303C,5M,32.55,44.10,9
11291,305B,305B,3M,42.21,60.00,19
11291,305C,305C,1M,54.16,81.00,85
11291,305C,305C,3M,33.32,47.60,5
11291,305C,305C,5M,55.50,55.50,1
11291,307C,307C,3M,58.10,96.25,86
11291,401B,401B,1M,30.72,34.50,24
11291,401B,401B,3M,50.70,51.00,4
11291,401B,401B,7.5M,32.90,32.90,1
11291,403B,403B,1M,45.15,60.00,8
11291,403B,403B,3M,41.11,49.35,23
11291,403B,403B,10M,38.50,47.00,4
11291,403C,403C,1M,38.94,38.94,1
11291,403C,403C,5M,40.70,40.70,1
11291,405B,405B,1M,61.20,62.90,2
11291,405B,405B,3M,58.40,69.00,23
11291,405C,405C,1M,61.76,83.70,87
11291,405C,405C,3M,50.86,62.10,19
11291,405C,405C,5M,49.41,63.55,8
11291,407C,407C,3M,68.69,91.80,116
11291,407C,407C,10M,52.27,67.20,3
11291,5132D,5132D,1M,44.23,52.80,21
11291,5132D,5132D,3M,45.10,51.45,24
11291,5132D,5132D,5M,38.50,38.50,1
11291,5132D,5132D,10M,39.06,54.60,5
11291,5152B,5152B,1M,63.84,86.40,60
11291,5152B,5152B,3M,60.16,78.00,37
11291,5152B,5152B,7.5M,40.50,40.50,1
11291,5152B,5152B,10M,57.64,65.25,4
11291,5154B,5154B,3M,74.14,91.80,129
11291,5233D,5233D,1M,40.94,55.00,12
11291,5233D,5233D,3M,41.70,50.40,4
11291,5233D,5233D,5M,52.50,52.50,2
11291,5253B,5253B,10M,54.93,76.80,3
11291,5333D,5333D,1M,47.61,54.60,8
11291,5335D,5335D,1M,59.92,76.50,71
11291,5335D,5335D,3M,44.37,55.10,5
11291,5337D,5337D,3M,73.26,94.50,72
11291,612B,612B,10M,40.47,48.45,5
11291,6142D,6142D,10M,47.02,58.90,3
11291,614B,614B,10M,60.00,60.00,1
11069,101B,101B,1M,14.95,14.95,1
11069,103B,103B,1M,34.00,47.60,35
11069,103B,103B,3M,30.45,36.00,31
11069,103B,103B,7.5M,26.13,28.80,6
11069,104B,104B,1M,40.79,48.30,15
11069,104C,104C,1M,33.00,39.60,6
11069,105B,105B,1M,46.80,58.50,38
11069,105B,105B,3M,46.62,57.60,63
11069,105B,105B,7.5M,46.05,50.40,8
11069,105C,105C,1M,41.40,54.00,10
11069,105C,105C,3M,33.00,36.30,5
11069,105C,105C,5M,39.00,43.20,6
11069,107C,107C,10M,41.85,56.70,3
11069,201B,201B,1M,33.95,43.35,26
11069,201B,201B,3M,35.19,45.00,19
11069,201C,201C,1M,22.50,23.25,2
11069,201C,201C,3M,22.95,28.05,2
11069,203A,203A,3M,42.67,54.00,9
11069,203B,203B,1M,43.37,57.50,71
11069,203B,203B,5M,44.14,52.90,13
11069,203C,203C,1M,31.25,37.00,4
11069,205C,205C,3M,43.23,54.60,33
11069,301B,301B,1M,35.73,44.20,30
11069,301B,301B,3M,37.24,43.70,20
11069,301B,301B,5M,27.84,31.45,4
11069,301B,301B,7.5M,40.14,43.70,4
11069,301C,301C,1M,20.53,23.20,3
11069,301C,301C,3M,29.70,43.20,12
11069,301C,301C,5M,24.00,28.00,2
11069,303B,303B,1M,46.65,57.60,45
11069,303C,303C,3M,21.00,21.00,1
11069,303C,303C,5M,38.15,39.90,3
11069,305C,305C,3M,42.86,63.00,34
11069,401B,401B,1M,32.12,47.60,36
11069,401B,401B,3M,23.80,28.00,4
11069,401B,401B,5M,20.75,24.75,3
11069,402C,402C,1M,24.80,24.80,1
11069,403B,403B,1M,49.40,68.40,67
11069,403B,403B,3M,40.65,47.25,28
11069,403B,403B,5M,43.60,50.40,3
11069,403B,403B,7.5M,39.55,44.10,3
11069,403C,403C,1M,35.02,42.90,6
11069,403C,403C,3M,31.59,34.20,4
11069,403C,403C,5M,28.05,28.60,2
11069,404C,404C,3M,36.72,45.60,5
11069,405B,405B,3M,30.00,34.50,3
11069,405B,405B,10M,47.60,60.20,6
11069,405C,405C,3M,46.16,59.40,55
11069,405C,405C,7.5M,40.95,47.25,3
11069,5132D,5132D,1M,42.24,53.90,10
11069,5132D,5132D,3M,38.96,50.40,29
11069,5132D,5132D,5M,36.74,45.10,5
11069,5134D,5134D,1M,48.67,58.50,33
11069,5223D,5223D,1M,32.97,44.85,9
11069,5233D,5233D,1M,44.57,57.50,29
11069,5233D,5233D,3M,43.70,52.80,12
11069,5233D,5233D,5M,45.42,47.50,6
11069,5235D,5235D,3M,52.78,65.80,53
11069,5235D,5235D,7.5M,55.16,61.60,10
11069,5333D,5333D,1M,44.89,54.60,30
11069,5335D,5335D,3M,53.75,63.80,28
11069,612B,612B,5M,18.28,24.65,2
11069,614B,614B,5M,41.25,41.25,1
11069,614B,614B,10M,39.60,45.60,5
11366,101B,101B,3M,48.24,51.60,5
11366,103B,103B,10M,41.64,44.40,2
11366,105B,105B,3M,58.32,64.80,5
11366,105B,105B,5M,46.80,46.80,1
11366,107B,107B,10M,65.80,90.00,50
11366,201B,201B,3M,47.40,52.80,3
11366,205B,205B,3M,53.49,67.50,7
11366,205C,205C,5M,37.50,37.50,1
11366,207B,207B,10M,57.52,86.40,23
11366,207C,207C,10M,55.46,69.30,16
11366,301B,301B,3M,46.20,46.80,2
11366,301B,301B,10M,47.53,53.40,17
11366,305C,305C,3M,58.00,71.40,8
11366,307C,307C,10M,68.15,102.00,32
11366,401B,401B,10M,50.72,53.40,17
11366,403B,403B,10M,47.40,47.40,1
11366,405C,405C,3M,60.56,68.85,10
11366,405C,405C,5M,58.90,58.90,1
11366,407C,407C,10M,68.64,96.00,63
11366,5231D,5231D,10M,43.80,43.80,1
11366,5233D,5233D,5M,52.50,52.50,1
11366,5235D,5235D,3M,62.38,68.60,10
11366,5253B,5253B,10M,76.20,102.00,54
11366,5255B,5255B,10M,73.89,89.30,9
11366,6243D,6243D,10M,63.46,81.60,34
11561,101B,101B,3M,44.40,45.60,3
11561,101B,101B,5M,26.00,26.00,1
11561,101B,101B,10M,47.40,47.40,1
11561,103B,103B,1M,37.68,40.80,3
11561,103B,103B,3M,36.93,48.00,6
11561,103B,103B,7.5M,32.80,32.80,1
11561,103B,103B,10M,36.16,43.20,5
11561,103C,103C,1M,36.80,36.80,1
11561,105B,105B,1M,47.67,54.60,3
11561,105B,105B,5M,49.40,49.40,1
11561,105C,105C,1M,46.80,50.40,3
11561,107B,107B,3M,63.16,74.40,8
11561,107B,107B,10M,66.60,67.50,2
11561,107C,107C,3M,47.81,65.80,8
11561,107C,107C,10M,58.59,68.85,5
11561,201B,201B,1M,34.80,37.60,4
11561,201B,201B,3M,42.47,51.60,7
11561,201B,201B,5M,36.80,36.80,1
11561,201B,201B,10M,45.90,46.20,2
11561,203B,203B,1M,41.98,42.55,2
11561,205B,205B,3M,60.85,74.70,13
11561,205B,205B,10M,57.03,62.35,3
11561,205C,205C,3M,51.31,64.68,8
11561,205C,205C,5M,43.50,43.50,1
11561,207C,207C,10M,48.68,54.45,2
11561,301B,301B,1M,35.06,38.25,4
11561,301B,301B,3M,42.66,49.40,7
11561,301B,301B,7.5M,38.00,38.00,1
11561,301B,301B,10M,42.88,48.00,4
11561,303B,303B,1M,47.52,54.00,5
11561,305B,305B,3M,57.56,75.00,16
11561,305C,305C,3M,47.81,51.80,4
11561,305C,305C,7.5M,54.60,54.60,1
11561,305C,305C,10M,54.17,71.55,11
11561,401B,401B,1M,31.88,33.75,4
11561,401B,401B,3M,46.50,48.60,4
11561,403B,403B,1M,47.76,51.60,5
11561,403B,403B,3M,40.95,47.25,5
11561,403B,403B,5M,33.60,33.60,1
11561,403B,403B,7.5M,46.20,46.20,1
11561,403B,403B,10M,43.40,47.00,5
11561,405B,405B,3M,59.89,66.00,8
11561,405C,405C,3M,53.15,60.75,7
11561,405C,405C,5M,60.45,65.10,2
11561,407C,407C,10M,53.35,73.92,7
11561,5132D,5132D,1M,41.80,41.80,2
11561,5132D,5132D,3M,44.52,50.40,5
11561,5152B,5152B,3M,60.25,75.00,19
11561,5231D,5231D,7.5M,39.33,43.00,3
11561,5233D,5233D,1M,50.00,50.00,1
11561,5251B,5251B,10M,53.63,55.90,4
11561,5253B,5253B,10M,68.66,75.84,7
11561,5333D,5333D,1M,52.87,58.50,3
11561,612B,612B,10M,38.00,45.60,5
11561,614B,614B,10M,50.40,55.20,2
11561,626C,626C,10M,59.40,59.40,2
11696,001D,001D,3M,17.94,20.50,9
11696,002D,002D,3M,15.00,15.00,1
11696,100A,100A,1M,19.50,19.50,1
11696,100A,100A,3M,17.50,19.00,3
11696,100B,100B,1M,18.50,19.00,3
11696,100B,100B,3M,19.67,22.50,3
11696,100C,100C,3M,19.83,20.50,3
11696,101A,101A,1M,23.14,30.80,17
11696,101A,101A,3M,27.37,33.60,14
11696,101C,101C,3M,12.00,13.00,2
11696,102B,102B,1M,22.20,25.50,5
11696,103B,103B,1M,28.57,33.15,13
11696,103B,103B,3M,24.64,27.20,5
11696,103C,103C,1M,21.04,29.60,10
11696,104C,104C,1M,13.93,16.50,3
11696,200A,200A,1M,19.63,22.00,4
11696,200A,200A,3M,18.69,21.50,8
11696,200C,200C,3M,19.50,19.50,1
11696,201A,201A,1M,25.56,33.15,28
11696,201A,201A,3M,28.50,35.15,9
11696,202C,202C,1M,17.57,25.50,7
11696,301A,301A,1M,27.16,32.40,11
11696,301A,301A,3M,26.00,32.00,2
11696,301C,301C,1M,18.40,23.20,7
11696,301C,301C,3M,28.80,28.80,1
11696,302C,302C,1M,21.49,29.60,7
11696,401B,401B,1M,25.05,32.25,25
11696,401B,401B,3M,20.91,28.00,8
11696,401C,401C,1M,25.20,25.20,1
11696,401C,401C,3M,20.15,20.15,1
11696,402C,402C,1M,25.51,32.00,9
11696,403C,403C,3M,15.20,15.20,1
11696,5111A,5111A,1M,27.40,36.90,25
11696,5111A,5111A,3M,31.23,43.00,15
11696,5121D,5121D,1M,19.64,24.65,9
11696,5122D,5122D,1M,26.31,35.15,13
11696,5211A,5211A,1M,27.00,29.70,3
11696,5411B,5411B,3M,24.80,24.80,1
11923,101A,101A,1M,24.50,24.50,1
11923,101A,101A,3M,25.47,28.80,6
11923,101B,101B,1M,19.07,23.40,3
11923,101B,101B,3M,27.75,27.75,1
11923,101C,101C,1M,25.20,25.20,1
11923,101C,101C,3M,25.20,25.20,1
11923,103B,103B,1M,26.96,34.00,14
11923,103B,103B,3M,25.75,32.00,11
11923,103C,103C,1M,28.80,29.60,2
11923,103C,103C,3M,21.75,21.75,1
11923,104C,104C,1M,30.25,36.30,10
11923,105C,105C,1M,31.20,33.60,2
11923,201A,201A,1M,27.20,28.90,2
11923,201A,201A,3M,29.77,33.25,3
11923,201B,201B,1M,23.68,29.60,5
11923,201B,201B,3M,29.10,35.10,6
11923,201C,201C,1M,27.75,28.50,3
11923,201C,201C,3M,22.10,22.10,1
11923,202B,202B,1M,21.60,21.60,1
11923,203C,203C,1M,28.25,39.00,8
11923,301B,301B,1M,27.67,32.30,9
11923,301B,301B,3M,29.86,36.10,7
11923,301C,301C,1M,26.80,30.40,6
11923,301C,301C,3M,28.26,31.50,5
11923,302C,302C,1M,22.67,24.80,3
11923,302C,302C,3M,27.63,32.30,2
11923,303C,303C,1M,18.20,31.50,3
11923,401B,401B,1M,25.63,33.00,6
11923,401B,401B,3M,23.04,30.10,12
11923,401C,401C,1M,24.73,26.60,3
11923,402C,402C,1M,24.96,28.80,5
11923,402C,402C,3M,23.10,23.10,1
11923,403C,403C,1M,32.34,39.60,5
11923,403C,403C,3M,26.32,34.20,10
11923,5111A,5111A,3M,37.00,39.00,2
11923,5111D,5111D,3M,34.20,34.20,1
11923,5122D,5122D,1M,28.50,29.45,2
11923,5124D,5124D,1M,27.03,32.20,2
11923,5132D,5132D,1M,36.67,39.60,3
11923,5132D,5132D,3M,36.75,36.75,1
11923,5211A,5211A,1M,31.50,31.50,1
11923,5211A,5211A,3M,36.00,36.00,1
11923,5223D,5223D,1M,25.88,28.75,2
11923,5231D,5231D,1M,22.05,25.20,2
11768,103B,103B,1M,26.35,26.35,1
11768,104C,104C,1M,27.50,27.50,1
11768,201A,201A,1M,24.65,24.65,1
11768,301C,301C,1M,20.80,20.80,1
11768,302C,302C,1M,22.40,22.40,1
11768,401B,401B,1M,21.75,21.75,1
11768,402C,402C,1M,26.40,26.40,1
11768,5122D,5122D,1M,15.20,15.20,1
11647,100B,100B,3M,18.50,18.50,1
11647,103B,103B,1M,29.47,31.45,6
11647,103B,103B,3M,25.00,28.00,4
11647,104B,104B,1M,32.20,35.65,3
11647,104C,104C,1M,40.70,40.70,1
11647,105B,105B,1M,41.78,46.80,11
11647,105B,105B,3M,41.45,45.60,11
11647,105C,105C,1M,30.00,36.00,4
11647,107C,107C,3M,28.18,37.80,4
11647,201B,201B,1M,22.67,24.80,6
11647,201B,201B,3M,30.60,33.30,4
11647,203A,203A,3M,28.80,36.00,3
11647,203B,203B,1M,33.99,41.40,18
11647,203C,203C,1M,12.00,12.00,1
11647,205B,205B,3M,40.75,49.50,6
11647,205C,205C,3M,36.12,40.60,5
11647,301B,301B,1M,27.91,31.45,6
11647,301B,301B,3M,26.60,31.35,3
11647,303B,303B,1M,35.31,45.00,13
11647,305C,305C,3M,38.12,50.40,11
11647,401B,401B,1M,26.38,28.50,6
11647,401B,401B,3M,22.40,28.00,3
11647,403B,403B,1M,42.07,50.40,17
11647,403B,403B,3M,35.49,38.85,5
11647,405C,405C,3M,44.27,52.65,12
11647,5122D,5122D,1M,26.60,27.55,2
11647,5132D,5132D,1M,38.95,44.00,16
11647,5132D,5132D,3M,28.70,34.65,3
11647,5223D,5223D,1M,32.58,40.25,6
11647,5233D,5233D,1M,37.13,45.00,10
11647,5233D,5233D,3M,37.68,43.20,10
11647,5235D,5235D,3M,35.47,42.00,3
11647,5331D,5331D,1M,30.25,33.00,2
11647,5333D,5333D,1M,39.00,39.00,1
11647,5333D,5333D,3M,38.68,42.50,9
11693,001D,001D,1M,17.50,17.50,1
11693,100A,100A,1M,17.00,17.00,1
11693,200A,200A,1M,17.50,17.50,1
12204,101B,101B,1M,23.26,27.95,18
12204,101C,101C,3M,27.38,30.10,17
12204,103B,103B,3M,28.10,37.80,18
12204,103C,103C,1M,26.49,32.00,17
12204,201A,201A,1M,30.21,35.70,13
12204,201A,201A,3M,34.36,43.70,12
12204,201C,201C,1M,28.75,30.75,6
12204,201C,201C,3M,28.26,33.15,4
12204,202C,202C,1M,27.55,31.50,15
12204,203C,203C,3M,30.08,37.05,18
12204,301C,301C,1M,29.90,42.00,20
12204,301C,301C,3M,32.57,36.90,16
12204,302C,302C,1M,23.20,24.00,2
12204,302C,302C,3M,34.43,39.95,4
12204,401B,401B,1M,18.75,21.00,2
12204,401B,401B,3M,26.60,26.60,1
12204,401C,401C,1M,26.19,30.10,17
12204,401C,401C,3M,25.95,28.60,14
12204,402C,402C,1M,24.43,30.40,15
12204,403C,403C,3M,25.72,35.15,14
12204,5111A,5111A,1M,29.31,35.10,7
12204,5111A,5111A,3M,37.38,47.00,19
12204,5122D,5122D,1M,29.58,43.70,20
12204,5132D,5132D,1M,33.00,33.00,1
12204,5132D,5132D,3M,11.81,28.35,4
12442,101B,101B,1M,15.60,15.60,1
12442,102B,102B,1M,20.25,20.25,1
12442,201A,201A,1M,16.15,16.15,1
12442,401C,401C,1M,15.40,15.40,1
12137,001A,001A,3M,19.00,19.00,1
12137,001B,001B,1M,16.75,18.00,2
12137,001B,001B,3M,14.50,15.50,3
12137,001D,001D,3M,14.50,14.50,1
12137,002A,002A,1M,14.50,14.50,1
12137,002A,002A,3M,17.25,18.50,2
12137,100A,100A,1M,20.63,24.00,4
12137,100A,100A,3M,16.90,24.00,5
12137,100B,100B,1M,16.00,16.00,1
12137,101B,101B,1M,20.58,24.70,12
12137,101B,101B,3M,24.87,30.00,19
12137,101B,101B,5M,21.37,27.95,8
12137,101C,101C,1M,17.70,22.80,6
12137,101C,101C,3M,21.93,23.10,6
12137,102C,102C,1M,11.20,11.20,1
12137,103B,103B,1M,33.56,43.35,77
12137,103B,103B,3M,31.37,43.20,83
12137,103B,103B,5M,25.50,34.85,8
12137,103B,103B,7.5M,30.93,33.60,6
12137,103B,103B,10M,33.36,38.40,17
12137,103C,103C,1M,18.00,20.00,2
12137,103C,103C,3M,16.50,18.00,2
12137,104C,104C,1M,31.66,44.00,14
12137,105B,105B,1M,50.18,62.40,60
12137,105B,105B,3M,43.17,54.00,28
12137,105B,105B,5M,48.10,61.10,7
12137,105B,105B,7.5M,35.70,39.60,4
12137,105C,105C,1M,37.10,49.20,12
12137,105C,105C,3M,33.00,33.00,1
12137,107B,107B,3M,62.71,75.95,88
12137,107B,107B,10M,57.00,69.00,16
12137,107C,107C,1M,51.24,73.50,75
12137,107C,107C,3M,40.69,54.60,15
12137,107C,107C,7.5M,49.47,56.00,6
12137,109C,109C,3M,50.89,76.95,7
12137,200A,200A,1M,19.25,25.00,4
12137,200A,200A,3M,16.50,17.50,5
12137,201B,201B,1M,31.22,39.20,51
12137,201B,201B,3M,34.47,42.60,48
12137,201C,201C,1M,25.23,35.25,26
12137,201C,201C,3M,29.89,39.53,21
12137,202C,202C,1M,21.94,27.00,12
12137,203B,203B,1M,40.28,51.75,36
12137,203C,203C,1M,32.33,39.00,12
12137,205B,205B,3M,57.16,72.00,93
